Yr Built or Remod,Lot Size House Sqft,Overall Qual Sq,Garage Total
3908529,21637692,36,1056.0
3904576,12115200,36,920.0
3984016,17717887,49,1100.0
3912484,19554210,49,964.0
3794700,3330000,9,0.0
3940176,33839442,36,1044.0
3753750,22003737,25,1152.0
3825936,11105250,25,319.0
3744000,29148480,36,1040.0
3904576,3930875,25,336.0
4012009,20549442,64,2550.0
4024036,15510748,64,2613.0
4016016,8685000,36,0.0
4022030,25730284,64,2034.0
3814209,47439000,36,900.0
3749850,14284995,36,880.0
3880900,8767500,25,1804.0
4026042,12000588,36,864.0
3861225,19132416,25,1152.0
4028049,8722980,49,1324.0
4022030,31571826,100,2634.0
3996001,4751330,36,880.0
3942078,28231200,36,1248.0
4018020,27478638,64,1220.0
4028049,13084050,64,1830.0
3900625,10034964,25,880.0
3926330,20465536,49,1326.0
3869089,16740900,36,1100.0
4028049,8168496,49,1256.0
3869089,12229500,25,668.0
3781050,10147995,36,312.0
3873024,7681050,25,294.0
4022030,21278526,81,2046.0
3908529,11575920,36,317.0
3896315,19991836,25,303.0
3751800,8991211,25,880.0
3857296,11008800,36,461.0
4006002,15507116,49,1154.0
3960100,26897320,64,1500.0
3920400,7395076,36,264.0
3994002,39786152,64,1366.0
3857296,13340376,16,1590.0
3992004,6016500,36,810.0
3912475,28316547,25,1222.0
3751800,14531983,16,288.0
3873024,7901600,36,288.0
3829849,9007940,25,308.0
3908529,19592400,25,968.0
3968064,6489600,64,1012.0
3943940,7238880,25,368.0
3988009,9603360,49,3136.0
3786900,11205000,36,213.0
4024036,16278808,64,968.0
3779100,9681840,25,250.0
3960100,39875472,49,1782.0
3857296,15166064,36,944.0
3773250,8514000,25,260.0
3882408,19381540,9,0.0
4028049,14706300,49,880.0
4028049,15226520,49,960.0
3786700,18774880,25,1152.0
3806401,17597250,25,288.0
3978030,7989300,16,0.0
3861225,11463192,36,880.0
4000000,13626470,36,926.0
3900225,6793875,25,1440.0
3873024,18205200,36,882.0
3974042,23290917,36,1232.0
3873024,8923200,25,304.0
3770756,82803600,100,2520.0
4022030,10219944,64,990.0
3884841,9072000,16,0.0
4018020,9157500,49,800.0
3830400,8686330,36,216.0
4020025,3111312,49,960.0
3996001,5471136,49,1012.0
3787870,13498560,25,800.0
4016016,13374516,49,800.0
4022030,4785728,49,874.0
3988009,12278848,36,780.0
3861125,17211378,25,310.0
3853369,8225600,25,1248.0
3880900,9220800,25,2736.0
3916441,21336315,25,1158.0
3955832,6300000,16,1456.0
3835170,5112120,36,0.0
3896276,88516501,16,1058.0
3861225,8417500,25,429.0
3783000,12556800,25,256.0
3908088,19490625,25,323.0
4012009,34050645,64,2454.0
3896676,16128000,25,960.0
4028049,33739552,64,1950.0
4028049,5703315,49,1980.0
4036081,18367440,81,3414.0
4012009,11297650,49,1062.0
3771300,6976800,36,240.0
4020025,18772462,49,1064.0
3860325,9626760,16,240.0
3890204,15778800,16,384.0
3904576,26132480,36,1552.0
3974042,12569510,36,784.0
3832468,15523200,36,1248.0
4003997,17242500,36,964.0
4004001,19342675,49,868.0
3849444,10194795,25,300.0
4016016,6034262,64,1080.0
3781050,8720400,25,820.0
3822025,17435520,16,0.0
3923920,7938000,25,254.0
3846000,24121944,36,740.0
3753750,14229600,36,1152.0
3908000,5406000,16,281.0
3779100,8792160,36,1056.0
3841600,52611120,36,1056.0
4030056,29089368,100,2538.0
3913650,10684800,25,264.0
3832000,10563168,36,880.0
4028049,28115100,81,2118.0
3952144,19468800,49,1208.0
3818430,19672896,36,800.0
4020025,33857500,64,2049.0
3751800,4805920,25,0.0
3783000,3626100,4,308.0
3783000,57888270,49,349.0
3814209,15782400,36,836.0
4008004,14105182,49,1084.0
3775200,4588380,25,180.0
3890450,7060608,25,1144.0
3825936,10764000,36,297.0
3912484,10981600,36,880.0
3783000,13716840,16,296.0
3800000,13975200,16,0.0
4024036,10609440,49,2478.0
3849444,8990800,25,1248.0
3873024,13522080,25,2376.0
3802500,16097256,25,195.0
4018020,12465600,49,1212.0
3920400,4749524,64,968.0
3974042,9440844,36,804.0
3924037,16658590,49,276.0
3794604,7243632,16,288.0
4028049,17294712,49,2442.0
3810000,20649600,36,1344.0
4024036,16677400,49,1068.0
4022030,12319216,36,780.0
3827640,9998940,25,390.0
4010006,13777200,49,800.0
3865156,12864000,25,864.0
3952144,5588460,64,960.0
3813480,6698880,25,1152.0
4006002,30016200,100,2412.0
3914082,9129120,36,297.0
3912484,2430720,49,319.0
3755700,10271106,25,352.0
3974042,4767840,36,968.0
3952144,21403840,49,1056.0
3960100,13646016,49,1012.0
3904576,10284120,25,1152.0
3800550,8885760,9,800.0
4004001,19045694,49,1092.0
3933810,12910800,36,924.0
3884441,13638352,25,270.0
4024036,16700624,64,1552.0
3946026,13273260,36,968.0
3892729,9993244,36,1152.0
4024036,18673352,64,2598.0
3952144,17861594,49,992.0
3733573,33129000,49,1152.0
3876961,10944000,36,336.0
4028049,11478291,64,1134.0
3900625,9212000,36,0.0
4000000,3330041,36,880.0
4016016,25956875,36,2232.0
3992004,19871506,64,2210.0
3786000,37462500,100,1760.0
3920400,31571464,64,2592.0
3980025,25074000,49,2163.0
3951948,23022540,36,922.0
3745950,3696000,25,205.0
3992004,12308930,36,786.0
4014012,17356995,64,2640.0
3833764,9256800,25,275.0
4022030,15650368,49,2346.0
4006002,23287550,49,1210.0
3996001,4709340,36,880.0
3873024,32109552,36,1104.0
4016016,13162240,49,1040.0
3880900,6013440,16,1320.0
4020025,40307340,25,744.0
3979856,5385600,25,264.0
3792750,12851245,16,240.0
4032064,26806728,81,4044.0
3744000,9657459,25,338.0
4028049,22824482,64,2367.0
4008004,18125376,49,1152.0
4016016,15256230,25,1152.0
3861225,11040097,25,1030.0
4032064,37065262,100,2016.0
3936256,13699840,36,1032.0
3972049,13059360,36,3680.0
3802500,70352640,36,1476.0
4012009,11883375,49,786.0
3973910,5577000,25,264.0
4024036,40293490,100,1923.0
3849444,13093650,36,296.0
3869089,6377800,25,288.0
3841600,16326765,49,882.0
3859170,31879680,25,908.0
4028049,5728620,49,1980.0
3753750,8659416,36,384.0
3996001,13851890,49,900.0
3868248,5124624,25,273.0
4012009,15529500,36,1088.0
3800550,19375616,36,315.0
3833764,26208000,25,902.0
3853369,9039104,16,1040.0
3829849,12870900,16,2304.0
4024036,12242538,36,880.0
3964081,9255982,36,992.0
4024035,11229036,49,1016.0
4028049,16634961,49,2862.0
4032064,23733783,81,2655.0
3798600,5600010,49,249.0
3837681,9594000,25,308.0
3744000,5760000,16,308.0
3810304,9095328,25,1008.0
3913532,19352683,25,240.0
3948169,15703107,36,1102.0
3853369,13997340,36,364.0
3944196,22940840,36,1156.0
3904576,4823808,25,1056.0
3901950,27223170,36,1152.0
4010006,23679144,64,2424.0
3932289,9921960,36,968.0
3972049,26195400,49,1968.0
4024036,12424503,49,968.0
3976036,17189018,36,796.0
3772440,6387120,25,0.0
4022030,16560612,36,880.0
4024036,9367200,49,1144.0
3954126,42998592,49,1084.0
3869089,10709613,25,270.0
4022030,12426006,49,1344.0
3869089,13526760,49,954.0
3944196,10669505,49,312.0
3838710,7660800,49,912.0
3810304,5270400,25,240.0
4032064,13473304,64,2712.0
3900625,4321967,36,880.0
3900625,4392960,25,998.0
3853369,11223765,25,308.0
4002000,11399050,49,1078.0
3960100,17089142,49,1000.0
3792750,3442176,16,220.0
4034072,14615436,64,2520.0
3825936,11203164,25,308.0
4008004,4439318,49,796.0
3857296,20484480,36,960.0
3917958,14897760,49,990.0
3888784,2187360,25,264.0
4014012,38552800,81,2874.0
4028049,14395296,49,968.0
4032064,24696672,81,2508.0
3904576,20582720,49,966.0
3960100,6760878,64,968.0
4018020,6272906,64,1050.0
3932289,13639500,49,1196.0
3859929,7238000,25,968.0
3823820,13747200,25,720.0
3989994,18242686,49,998.0
4004001,21166344,64,1044.0
4036081,15487740,64,1104.0
3794604,13538844,36,800.0
4012009,16674456,49,868.0
4038090,11900842,49,1040.0
4026042,8374080,64,1100.0
3904576,44913204,64,1330.0
4008004,25833564,64,1932.0
3755700,6093480,36,180.0
3763500,8253492,49,280.0
3734250,12637740,9,2808.0
3880900,35172705,64,1242.0
3865156,43337690,36,864.0
4022030,3882040,49,794.0
3865640,13228800,49,720.0
3903676,10323000,16,308.0
3833764,13423956,25,264.0
4022030,22481908,64,2676.0
4022030,9197340,49,1048.0
3916441,15720320,25,1056.0
3978030,14142204,64,956.0
3829849,11457600,25,331.0
4000000,23790650,81,2208.0
3744000,14749440,16,570.0
4014012,11477736,49,794.0
3980025,18644562,36,946.0
3982020,42295572,64,2430.0
3904576,24453380,36,1102.0
3845521,12038400,36,1050.0
4008004,22608963,64,1172.0
3825936,49486554,25,968.0
3865156,7064200,25,360.0
3912123,28099202,49,968.0
3904576,19206720,25,968.0
4004001,31043592,64,1120.0
3998000,20621160,64,1120.0
3926070,11076000,25,1768.0
3888784,1946700,36,264.0
3990006,19068750,49,1290.0
4012009,4889400,49,956.0
3825936,21065060,16,284.0
4012009,16903068,49,1220.0
3898230,14776125,36,988.0
4026042,5498644,49,1944.0
4022030,4785728,49,914.0
3833764,14059500,36,301.0
3998000,23884854,49,1172.0
4022030,20651022,64,3129.0
4008004,16657934,49,1058.0
4018020,13013920,49,872.0
3740100,10310000,25,280.0
3853369,13001120,36,1056.0
3802500,7113600,25,276.0
3818116,9201600,36,240.0
4020025,13942500,36,1230.0
3757510,4027824,4,216.0
3912484,35531240,49,5256.0
3880900,1844703,36,280.0
3757650,6999804,16,880.0
4010006,28710240,64,2103.0
3908529,4321967,36,880.0
4026042,12015000,49,1150.0
4014012,19243686,64,1176.0
4028049,22876560,64,1224.0
3724500,15314880,16,264.0
3734250,17841600,25,416.0
3960100,48863566,49,1128.0
3934140,37477440,64,1076.0
3978030,18987784,64,968.0
4012009,16658300,49,800.0
3753750,13155168,16,210.0
4006002,7842339,64,1364.0
3744000,5672880,16,0.0
3857296,7113600,25,288.0
4012009,4653376,64,800.0
3818510,19300032,49,216.0
3940225,10243640,64,1056.0
4020025,27096192,64,1054.0
3759600,9834240,25,225.0
3982020,13264000,36,862.0
3861930,7422330,9,371.0
3776220,27583200,49,1408.0
4016016,18274200,49,800.0
4028049,24679512,64,2604.0
3904576,3572784,36,880.0
3938000,18789732,25,1008.0
3857296,13464000,25,960.0
3978030,17835276,64,964.0
3805700,19309400,25,0.0
3984016,21472017,49,944.0
3794700,5322240,16,280.0
3836525,13173804,16,1160.0
3992004,19088160,64,2655.0
3988009,16367832,36,940.0
3814209,11534930,25,616.0
3894150,9397960,25,363.0
3913812,20907072,25,371.0
4022030,31434530,64,1926.0
3933720,57207850,49,1010.0
3841600,26012800,36,996.0
4014012,12347288,49,1232.0
3992004,12376125,49,1182.0
3784928,8249280,25,280.0
3743000,9212028,49,1152.0
3837681,10459440,36,312.0
4028049,22848624,64,2322.0
4016016,38631964,64,2748.0
3900625,13406800,36,1056.0
3888784,17655519,25,980.0
3898378,9448569,25,1500.0
3986012,23353750,49,1152.0
4020025,3939600,36,1050.0
3912484,13952640,36,1232.0
3996001,7832146,49,1022.0
3912484,4756880,64,968.0
3888784,1642368,16,253.0
3858330,19900080,36,240.0
3928308,18260688,36,968.0
3962090,11435458,49,924.0
3874180,6854400,25,240.0
3900625,15193633,25,956.0
4028049,20955390,64,2784.0
3729570,17317800,25,720.0
3759600,40079550,36,2385.0
3837681,11417000,16,0.0
3845521,13888314,36,1008.0
3783000,9253440,25,240.0
4012009,23788932,49,968.0
3833764,17288256,25,315.0
3845521,14400000,25,0.0
3994002,28407164,64,2274.0
3992004,20159557,49,1196.0
3853692,33701184,25,1056.0
3825936,8568960,16,288.0
3990006,13958008,36,940.0
3747900,9058080,1,0.0
3840000,14775384,36,1056.0
3875805,3010770,9,0.0
4022030,8565618,36,920.0
3726450,16743100,25,0.0
3869089,13985136,16,1032.0
3968064,13422123,25,880.0
3798828,9312376,25,1152.0
4024036,22231350,81,2364.0
3744000,12204000,25,1440.0
4016016,19775280,49,968.0
3818116,8448300,16,800.0
3744000,12973527,16,0.0
3765234,5127100,16,0.0
3908529,9202032,25,1356.0
3822025,23707440,9,904.0
3869089,15052800,25,880.0
3982020,47663360,64,1998.0
3992004,15505000,36,984.0
3869089,6160320,25,312.0
3794700,15324650,36,240.0
3944096,24334545,64,1662.0
3771300,10875360,25,226.0
3829849,7819335,25,1102.0
3845521,7946252,25,1568.0
3944115,35115944,36,1238.0
3968064,10792416,36,800.0
3916441,30891480,49,956.0
3920400,6739200,25,1344.0
4028049,26865640,49,2376.0
3845472,23729784,16,1218.0
3957804,6485760,25,792.0
4034072,14110416,64,2694.0
3873024,10627920,25,744.0
3814209,7857024,25,312.0
3825730,6528000,25,330.0
3829849,16564800,36,916.0
3990006,14428050,49,1152.0
3990006,12015360,49,3136.0
3884841,18168612,25,974.0
4014012,22665280,49,1166.0
3998000,28932120,49,800.0
3940225,11432746,64,1128.0
3784950,13060992,25,240.0
3865156,14552400,25,968.0
3807092,17238960,25,180.0
4028049,30414626,64,2814.0
3755700,9132000,25,0.0
3884841,35095328,49,1250.0
4030056,22442400,64,2508.0
3850704,15832800,25,1132.0
3806401,6307200,25,1152.0
4024036,14905197,49,1156.0
4026042,17658750,49,2133.0
4008004,18290156,36,780.0
3869089,14124528,25,1012.0
3794700,1670000,1,0.0
3747900,2894256,16,0.0
4008004,13590000,49,938.0
3888784,1834560,36,264.0
3869089,40800000,25,1152.0
3782400,48889766,49,1344.0
4028049,13528125,49,1124.0
3873024,20393100,36,1078.0
4014012,16404480,64,1104.0
4030056,6571314,49,1252.0
4012009,4406080,49,956.0
3851520,5545800,49,0.0
3829120,8102880,25,180.0
3874650,12328446,36,467.0
3920300,13447854,25,1152.0
3749850,13608000,36,312.0
3835280,12168000,49,1248.0
3944115,10266852,36,984.0
3829849,11551670,36,308.0
3888784,1620528,16,253.0
4020025,9375632,36,968.0
4008004,27076428,64,862.0
3992004,17117676,36,1092.0
3845521,15323400,25,0.0
3830750,9922968,36,216.0
3938168,16185420,16,980.0
3784950,10092324,25,200.0
3996001,3422280,49,880.0
4028049,16532668,25,1122.0
3845521,10497500,25,960.0
3905740,23241825,25,1152.0
4000000,21323530,64,2304.0
3986012,31640000,49,1066.0
3951855,11644500,25,288.0
3853369,13050000,25,1150.0
3920400,1862190,36,924.0
3931664,6183606,25,0.0
3990006,14630791,36,1044.0
3833764,5693950,16,872.0
4024036,15461160,36,854.0
4020025,3816000,49,960.0
4012009,3760880,36,840.0
3888784,6120444,25,336.0
3908529,11865552,25,1062.0
3834240,14367360,25,468.0
4018020,11162440,49,864.0
4020025,9618928,49,968.0
3861225,9159072,25,310.0
3837681,7020000,25,308.0
4024036,12952420,81,1112.0
3936256,7960811,36,1176.0
3802500,11520000,25,246.0
4022030,9514440,49,948.0
3802500,35046800,25,788.0
3990006,18611588,36,2163.0
3912484,3441984,36,880.0
3806630,4924800,36,216.0
3792750,12997867,36,220.0
3857454,6273144,16,240.0
3929964,14431980,25,1056.0
3705000,7200000,25,352.0
4020025,3144384,36,960.0
3796650,8320000,36,840.0
3841600,13742300,16,312.0
3857296,15427584,36,860.0
3786900,9241080,25,240.0
3962090,14934794,49,1438.0
3869089,8837100,25,280.0
3853369,8293120,36,264.0
4008004,12448887,36,1086.0
3888720,16313220,25,1144.0
3924037,18865104,25,960.0
4026042,26001432,81,2274.0
3763500,9584640,25,960.0
4020025,20192430,49,1320.0
4026042,29594552,64,2724.0
4004001,11029200,49,1146.0
3873024,8836800,25,288.0
3849444,7842940,25,1152.0
3814209,15325725,36,305.0
3792750,12384900,49,252.0
3900625,7382760,25,280.0
3920400,1597700,36,924.0
3825936,4851000,16,0.0
4026042,4875312,49,932.0
3873024,8511144,25,300.0
3845521,7844256,25,440.0
3922380,2890000,49,450.0
3833764,12212596,25,350.0
3976036,16159188,49,1068.0
3800550,4320000,4,308.0
3900625,7934080,36,0.0
3936256,11019155,25,968.0
3908529,10765646,36,1084.0
4018020,32900936,64,2073.0
3959739,41616905,49,1102.0
3945720,8091264,25,1152.0
4024036,6239794,64,1944.0
3822025,9702240,25,1144.0
4000000,3228425,36,880.0
3763500,9786000,25,0.0
4016016,5901500,49,246.0
3873024,13389927,25,336.0
3822025,11011000,16,352.0
3908529,5618790,25,308.0
4000000,12555000,49,1326.0
3880900,2185092,16,286.0
3896676,27896440,36,968.0
3912484,7463040,36,1232.0
4026042,15914088,49,2520.0
3853369,12077625,25,880.0
3943835,10182880,25,294.0
3972049,36643320,64,2388.0
3853369,11670864,36,294.0
3997970,114049872,64,2133.0
4020025,20803750,49,2808.0
3880900,926100,16,0.0
3896676,16128000,25,0.0
4020025,9250715,81,1112.0
4022030,14334265,64,2640.0
3982020,30023280,16,1256.0
3869089,11960000,36,960.0
3980025,31022467,64,2256.0
3986012,22953672,64,2799.0
3892729,1658160,36,264.0
3996001,16616340,36,1060.0
3814209,10797696,25,1272.0
4012009,13188000,49,1162.0
3968064,19587678,49,1128.0
4008004,18790704,49,3693.0
3959904,15473616,25,1056.0
3972049,21849750,49,946.0
4024036,24814530,49,2070.0
4026042,22429340,64,2682.0
3928035,11827750,25,1004.0
3880324,55640580,25,0.0
3724500,5735400,9,0.0
4004001,8814016,64,942.0
4000000,33039885,49,3280.0
4012009,21478802,49,866.0
3783000,8505000,36,1440.0
4032064,18069681,81,2781.0
3961908,15636240,25,308.0
3936247,92599182,81,2682.0
3910350,27009600,49,972.0
4024036,8168496,49,1264.0
4016016,12087000,49,1252.0
3806401,10829940,16,792.0
3908529,17577986,25,1080.0
3913956,18407200,25,1792.0
3904576,7325500,36,960.0
3853288,17668875,36,325.0
3910234,8643348,25,288.0
3996001,22301950,64,2568.0
3904512,29270966,36,1238.0
3984016,33487740,64,2361.0
3950156,12960000,25,0.0
4028049,5016768,49,1080.0
3734250,22497600,36,1440.0
3955977,17070830,36,960.0
3944196,6130084,49,1024.0
3845521,8173347,16,261.0
3833764,9369360,25,288.0
3783000,7718400,25,758.0
4024036,43308296,100,2208.0
3849444,6520800,25,252.0
3822025,6925824,16,0.0
3772800,7757500,49,288.0
3780528,5794200,25,326.0
3869089,13902030,25,1024.0
4024036,11057326,49,1132.0
3845521,27319600,25,384.0
3876961,15594576,25,275.0
4024036,16447744,64,1020.0
4010006,21432504,49,1020.0
4024036,11041920,64,1168.0
3992004,27359670,64,840.0
4000000,22125993,49,3280.0
4008004,10958500,49,806.0
3910324,12173700,36,309.0
4008004,10997250,64,1054.0
3884841,15861220,36,1888.0
3944196,26969074,36,1002.0
4012009,3760880,36,840.0
4030056,6333264,64,964.0
3956121,7955150,64,924.0
3783000,21290800,25,410.0
3829848,11509200,25,384.0
3912484,14755983,25,343.0
4000000,14864696,49,1064.0
3928099,27456000,36,1030.0
3783000,10478556,25,240.0
3916441,10601591,25,800.0
4022030,17444210,64,2532.0
3853369,8687250,25,1384.0
3818116,14257911,36,904.0
4032064,24947000,81,2688.0
3920076,44737200,49,882.0
3940225,15944792,36,952.0
4024036,8261760,64,1100.0
3788310,8033792,4,1560.0
3982020,9867375,49,804.0
4024036,42208364,81,2520.0
3869089,5568046,25,288.0
3956121,19270550,36,876.0
4028049,16536960,64,1188.0
4018020,8100000,49,0.0
3814209,15699204,16,280.0
4026042,4933876,49,1944.0
3835745,12187080,36,384.0
3873510,6066060,25,216.0
4026042,30648450,81,2196.0
3744000,7992000,36,207.0
4024036,15880000,64,2475.0
3929754,10537371,25,312.0
3745950,3852360,9,200.0
3876961,21706677,49,1012.0
3762975,14478960,36,308.0
3833764,11928516,36,264.0
4012009,37451848,81,2658.0
3969816,9152000,25,968.0
3974042,16550000,36,880.0
3896676,11316240,36,1056.0
4024036,26182602,49,1980.0
3968064,20697210,36,924.0
3829849,10414656,25,292.0
3947728,6957600,25,416.0
3831460,7358400,25,280.0
3806401,22812480,25,1056.0
3992004,15294140,36,944.0
3734250,11295126,36,216.0
3935727,6998400,25,420.0
3900625,9916416,25,1152.0
3782800,8508500,25,308.0
4014012,21243162,49,956.0
3841500,7968000,25,308.0
3982020,16292208,36,746.0
3781050,8052000,36,240.0
3884841,10329930,36,1152.0
4001970,10467975,25,352.0
3991988,18736800,49,926.0
3896676,8628660,36,1056.0
4004001,6222315,81,1176.0
4038090,30540516,81,2460.0
3984016,12962560,25,1152.0
3968064,6406400,64,1012.0
4018020,23718543,64,2556.0
3876120,9061920,49,224.0
3865156,10728900,25,264.0
3825936,16839900,36,1242.0
3849444,7733000,49,1056.0
3865156,11736634,36,968.0
4016016,13720240,36,1040.0
3849444,12046608,16,924.0
3885552,8172000,49,1152.0
3753750,11027940,25,264.0
3825936,8349968,16,331.0
4018020,19646816,81,2214.0
3802500,8885760,9,800.0
3996001,16430410,49,1176.0
3832468,29448930,36,1344.0
3869650,4621092,36,270.0
4004001,22248720,64,1062.0
3825936,10080000,25,338.0
3974042,60347000,81,2877.0
3818116,9683820,16,248.0
3755700,11251800,25,1152.0
3888735,43911000,36,1192.0
3919724,24235920,36,1848.0
4020025,3816000,36,960.0
3826560,4062032,36,180.0
4026042,12978072,64,1004.0
4034072,42446520,81,2460.0
3849444,82336320,36,1152.0
3988009,23274482,36,1200.0
4018020,20860632,64,2586.0
4014012,17080875,64,2196.0
3880900,1219680,16,0.0
3894592,13615200,36,880.0
3763500,3975840,49,200.0
4018020,16707600,49,968.0
3841600,14361600,25,900.0
3939901,8729016,25,900.0
3912484,8767200,25,0.0
3844077,16561680,25,0.0
3909856,12880224,25,280.0
3822025,7060608,16,1056.0
4024036,13410908,64,944.0
3763500,4970680,36,160.0
3908529,23014600,25,1134.0
3837681,9136750,25,300.0
4030056,35850168,64,1456.0
3784950,6276480,16,234.0
3980025,17306994,64,2433.0
3792750,6724640,25,240.0
3900625,6910280,36,352.0
4028049,20388900,64,2358.0
3792750,17028940,25,288.0
3833764,82668300,36,1036.0
4028049,18581112,64,1968.0
4022030,15724032,36,800.0
3853333,16755656,36,928.0
3912484,3659472,36,880.0
3916441,7244856,36,264.0
4036081,33221500,81,2592.0
3998000,13039299,36,920.0
3818116,5940000,25,350.0
3880900,20140835,36,968.0
3784950,5867448,16,0.0
3970056,31156650,64,2664.0
3873024,6766848,25,280.0
4022030,47708636,49,1152.0
3929754,12651210,25,1152.0
4036081,6507634,49,968.0
4012009,10969508,49,786.0
3864480,5788800,25,240.0
3849444,13753080,25,264.0
4000000,19841520,49,1108.0
4030056,6333264,64,1050.0
3876961,23390400,36,1152.0
4016016,21135928,49,1236.0
3751800,7988712,36,280.0
3982020,11964330,36,840.0
3908529,9341280,25,1496.0
3781050,5410080,25,240.0
3984016,18167417,25,242.0
3747900,3507840,25,0.0
3900625,3360448,36,920.0
3771300,7338240,36,1056.0
3869089,8270449,25,288.0
4032064,9229724,64,964.0
3893646,21158280,49,252.0
3992004,12331586,49,792.0
3873024,12618144,25,384.0
4028049,15452324,36,880.0
3922108,18955200,36,1078.0
4014012,31828800,64,2190.0
3765450,14104044,49,240.0
4018020,20721780,49,1100.0
3822025,11040000,25,288.0
3884792,18781500,36,1080.0
3962090,9557100,36,1084.0
3857296,14537600,25,1008.0
4024036,28067898,64,2685.0
3892729,3013920,36,880.0
3994002,21171800,64,2223.0
3802500,8913600,25,357.0
4004001,22852800,49,1244.0
3847680,9259560,25,180.0
3823224,8127873,25,288.0
3932289,25763190,36,1152.0
3880900,7015680,16,926.0
3908529,23533488,49,1068.0
4028049,4028412,49,776.0
3838158,25599042,25,1242.0
3857296,7314240,25,0.0
3906172,15786672,25,1056.0
3829849,22683264,25,968.0
4002000,22226016,49,1252.0
4018020,6323932,64,1050.0
3880900,2114112,16,0.0
3861225,22638528,25,1152.0
4008004,15427984,49,1088.0
3783000,20199600,49,800.0
3998000,23101407,64,964.0
3695250,7186080,16,185.0
3798600,13207040,16,960.0
3912484,4751976,64,968.0
4034072,39200402,81,3060.0
3811500,6618000,36,880.0
3841600,9714960,36,1244.0
3909576,6564690,25,0.0
4014012,21738750,49,2613.0
3849444,15867852,36,980.0
4016016,19257936,49,956.0
3957928,12958000,25,1004.0
3742050,15376764,49,288.0
3802500,6220800,16,528.0
3996001,16299232,49,944.0
4016016,25293510,64,2238.0
3950000,19743750,36,970.0
3899896,7098000,9,308.0
3968064,13326190,36,1056.0
4026042,5313750,49,1056.0
3956121,31035552,36,1012.0
4016016,4755456,49,776.0
3812360,9957440,25,0.0
4024036,25414060,64,2784.0
3954132,29618568,49,908.0
3841600,7759920,25,312.0
3909750,16012800,36,271.0
4032064,20799948,81,2622.0
4028049,23651760,36,1144.0
4022030,15433600,49,1224.0
3861225,19195800,25,1098.0
3867489,10454400,16,216.0
4018020,7194480,49,1012.0
4028049,4696860,49,776.0
3848483,5355000,25,180.0
3940144,17808000,36,1024.0
3964032,22929045,49,880.0
4022030,16020564,49,2634.0
3920400,10143192,36,283.0
4020025,21483520,64,2634.0
3996001,21341046,49,980.0
3837681,9464000,25,288.0
3884841,1834560,36,264.0
4024036,36190599,81,2082.0
4028049,17637500,64,1980.0
3902000,6480000,25,1152.0
3920400,1981148,36,924.0
4028049,17974527,49,1156.0
4032064,17744650,64,2328.0
3744000,7458048,25,0.0
3744000,8871875,25,366.0
3968064,103717971,36,1002.0
3706950,6662640,25,240.0
3912084,15066000,36,297.0
3914156,6172416,36,288.0
3859704,5424000,36,180.0
3850900,21889000,36,423.0
4016016,11812095,36,796.0
3970056,25899924,64,1034.0
4020025,11484770,49,800.0
3818116,7764120,16,280.0
4026042,10860000,64,1384.0
3900625,108476613,49,1152.0
4026042,5921960,64,952.0
3904576,4477440,25,1144.0
3978030,9152550,25,1344.0
4006002,26413647,64,2244.0
3802500,8885760,9,800.0
3818116,8102160,25,252.0
3744000,6374844,16,576.0
3846076,6289488,25,260.0
3984016,18219960,49,1054.0
3967943,17881110,49,968.0
3865156,12144080,25,264.0
4000000,23892000,81,2061.0
3899896,7776000,36,240.0
4020025,11690224,36,800.0
3825936,23319360,25,1152.0
3751800,11890098,25,392.0
3996001,16216728,49,1030.0
4020025,12365257,81,1128.0
3982020,12573220,49,800.0
3980025,21791511,36,846.0
3814209,88479000,9,4164.0
3781050,12536160,49,800.0
3984016,14316500,25,924.0
3904576,16065216,25,1120.0
3988009,14036800,36,920.0
4026042,9603000,25,860.0
4016016,5956262,49,1060.0
4008004,17436300,49,870.0
4022030,14905072,36,780.0
3908529,11336700,36,880.0
4034072,200182550,100,3462.0
3880900,17492800,49,1060.0
3880900,13571956,49,1052.0
3904576,3319680,36,880.0
3916441,15636104,25,1440.0
3920400,13097354,36,288.0
4022030,7656160,25,900.0
3798600,11043760,25,280.0
3724500,6986492,25,0.0
3861225,11132380,25,922.0
3865156,7393610,25,386.0
4012009,15190848,36,1346.0
3850650,72705600,36,1672.0
3841600,20822179,36,926.0
3978030,12033125,36,686.0
3894052,17436813,49,820.0
4012009,11850640,49,1190.0
3890294,16428000,25,253.0
4004001,22283520,49,1128.0
3810304,7370160,25,308.0
3822025,22937138,25,300.0
3904576,6561540,36,1056.0
3853369,10529376,25,336.0
3992004,23109164,64,1184.0
3996001,38397626,81,2337.0
4012009,26921136,64,1896.0
3802500,9136512,36,1800.0
3962090,10030650,36,1084.0
3886812,8764200,25,1152.0
4020025,7027586,36,1248.0
3784950,4015000,25,720.0
3802500,12447190,25,308.0
3932264,27311775,36,1000.0
3767400,22448525,36,864.0
3890250,10243200,16,872.0
3811400,10566000,25,1152.0
3964081,16873110,16,864.0
3781050,6792000,36,240.0
3825936,10785792,36,313.0
3974042,26096544,64,1246.0
3924361,18066240,36,934.0
3989916,36447600,36,1080.0
4030056,10131576,25,0.0
3843404,12627900,25,1624.0
4018020,33139260,81,2310.0
3992004,24196000,64,2088.0
4028049,18239661,64,2553.0
3857296,16964400,16,2550.0
