Yr Built or Remod,Overall Qual Sq,Garage Total,SQRT 1st SQ,Overall Qual Living Area
3898650,25,836.0,37.26929030716845,6945
3829826,25,352.0,26.343879744638983,3470
3751800,36,0.0,23.916521486202797,6576
3888784,25,1104.0,29.899832775452108,4470
3884841,25,1152.0,29.393876913398138,4320
3705000,16,2337.0,33.090784215548595,7096
3908529,36,358.0,33.436506994600975,6708
3802500,36,288.0,32.12475680841802,7512
3837681,25,672.0,33.88214869219483,5740
3842300,64,228.0,28.861739379323623,13328
4006002,81,2175.0,36.959437225152655,17523
3869089,25,336.0,30.199337741083,4560
3794700,25,0.0,34.56877203488721,5975
3978030,64,2271.0,40.29888335921977,12992
3916441,25,888.0,30.23243291566195,4570
3837681,25,308.0,36.4417343165772,6640
3834666,36,225.0,26.19160170741759,8766
3962090,36,946.0,36.932370625238775,16098
4028049,49,924.0,35.4682957019364,8806
3899896,25,230.0,33.34666400106613,10040
3845521,25,880.0,34.45286635390443,5935
3976036,25,299.0,31.464265445104548,4950
3996001,64,960.0,31.016124838541646,12688
3980025,25,1152.0,31.464265445104548,4950
3908129,25,319.0,40.0,8000
4028049,64,1180.0,29.93325909419153,14336
3892729,16,297.0,22.93468988235943,3952
3833764,25,338.0,34.20526275297414,5850
3714750,9,216.0,26.720778431774775,4128
3865156,25,960.0,33.97057550292606,5770
3818090,64,1632.0,30.14962686336267,14176
4030056,100,3660.0,45.65084884205331,20840
3775200,16,327.0,30.83828789021855,3804
4000000,64,2430.0,38.28837943815329,21496
4022030,81,2385.0,49.8998997994986,22410
3757650,36,384.0,34.698703145794944,9996
4020025,36,968.0,33.77869150810907,6846
3873024,25,940.0,27.055498516937366,7320
3802810,25,0.0,28.635642126552707,6735
3843218,25,240.0,27.892651361962706,6410
3976036,36,944.0,25.219040425836983,7920
3736200,9,0.0,24.0,2808
4030056,64,2490.0,39.74921382870358,12640
3945942,49,1478.0,42.708313008125245,12768
3951975,25,880.0,39.4715087119811,7790
3903615,9,240.0,25.298221281347036,1920
3896676,36,880.0,29.24038303442689,7932
3839575,49,164.0,30.265491900843113,12782
3960100,49,968.0,36.59234892706397,9373
3763500,16,0.0,19.28730152198591,4368
4012009,49,876.0,33.85262175962151,8022
3904576,36,352.0,33.54101966249684,6750
3846832,49,180.0,31.937438845342623,14399
3724500,25,200.0,29.9833287011299,4495
3812360,16,0.0,28.77498913987632,6376
4028049,64,2454.0,41.15823125451335,13552
3974042,64,942.0,32.63433774416144,15288
3753750,16,0.0,25.92296279363144,2688
3904576,36,956.0,39.02563260217571,9138
3944196,36,1232.0,40.63249930782009,9906
3837681,25,270.0,32.264531609803356,5205
3833764,25,1152.0,40.049968789001575,8020
3858660,36,240.0,31.843366656181317,10032
3876961,49,1056.0,34.11744421846396,8148
3833764,25,294.0,32.264531609803356,5205
3912484,36,1008.0,32.155870381627054,6204
3724500,36,228.0,28.722813232690143,9654
3911700,25,264.0,36.565010597564445,6685
3978030,64,1424.0,38.72983346207417,20976
3972049,49,944.0,39.92492955535426,11158
4024036,36,1144.0,35.52463933666322,7572
4022030,36,0.0,34.27827300200522,7050
3847419,36,280.0,25.768197453450252,7728
3884841,25,280.0,25.099800796022265,6510
4020025,64,1100.0,35.31288716601915,9976
4024036,81,2493.0,41.689327171351664,23301
4008004,64,2571.0,41.09744517606904,13512
4012009,49,956.0,37.48332962798263,9835
3904576,49,1170.0,36.38681079732051,9268
3841600,25,351.0,37.107950630558946,6885
3986012,36,844.0,29.79932885150268,10536
3943796,25,271.0,35.04283093587046,6140
3818116,25,275.0,31.74901573277509,5040
3994002,49,1082.0,33.95585369269929,14217
4028049,36,880.0,27.422618401604176,9024
3744000,25,0.0,30.59411708155671,4680
3818116,16,996.0,37.1887079635741,5532
3820800,25,180.0,31.096623610932426,4835
4024036,64,2478.0,40.69397989875161,13248
3907800,36,300.0,33.94112549695428,6912
4020025,36,0.0,33.793490497431605,6852
4000000,36,940.0,37.456641600656084,8418
3927795,25,1176.0,41.376321731154405,8560
3876961,16,800.0,35.4682957019364,5032
3798600,25,1144.0,41.0731055558257,8435
3833764,25,968.0,39.496835316262995,7800
3904576,49,1100.0,33.793490497431605,13545
3904576,49,1192.0,32.90896534380867,7581
3908529,25,308.0,30.116440692751194,4535
3998000,36,870.0,40.92676385936225,10050
3818116,25,1040.0,31.432467291003423,4940
4004001,64,980.0,38.61346915261564,11928
3952143,49,1156.0,38.45776904605882,10353
3806401,25,960.0,33.34666400106613,5560
3825936,36,960.0,41.09744517606904,10134
4028049,81,1114.0,41.352146256270665,15390
3841600,36,352.0,35.397740040855716,7518
3849444,25,294.0,29.393876913398138,4320
4020025,49,820.0,26.981475126464083,10192
3962090,49,994.0,34.88552708502482,8519
3896676,49,1100.0,46.37887450122092,18522
4028049,64,1156.0,29.427877939124322,14144
3984016,25,1152.0,30.23243291566195,4570
3857296,36,960.0,33.63034344160047,10650
3908529,25,1200.0,36.89173349139343,13100
3811400,25,840.0,28.809720581775867,8135
4012009,49,800.0,25.69046515733026,9240
3781050,16,264.0,27.784887978899608,4492
3941904,25,288.0,29.563490998188964,4370
3946182,49,1152.0,39.408120990476064,19110
3988009,36,1368.0,30.083217912982647,10716
3800550,16,840.0,32.2490309931942,4160
3763200,25,786.0,37.107950630558946,11750
3873024,25,1060.0,29.732137494637012,8850
3841600,25,308.0,35.62302626111375,6345
3861225,25,1008.0,32.2335229225724,5195
3855260,36,364.0,38.98717737923585,9120
4030056,64,2316.0,41.27953488110059,13632
4024036,81,2697.0,41.060930335295616,15174
4030056,64,2400.0,40.570925550201586,13168
3845521,16,270.0,30.23243291566195,3656
3859704,36,216.0,33.896902513356586,9696
3800550,16,0.0,26.832815729997478,4768
3666000,36,205.0,34.322004603461025,13260
3757650,36,1152.0,29.427877939124322,7776
3924361,64,1352.0,49.969990994595946,19976
3953790,36,0.0,23.366642891095847,6552
4001958,49,946.0,29.93325909419153,11564
3984016,49,1024.0,30.14962686336267,12012
3825936,25,267.0,31.843366656181317,5070
3950156,25,0.0,34.64101615137755,6000
4024036,64,984.0,37.841775856849004,11456
3994002,49,1166.0,40.98780306383839,11760
3798600,16,390.0,29.478805945967352,3476
3992004,49,854.0,29.748949561287034,12026
3892729,36,264.0,22.9128784747792,6552
3761550,9,1320.0,26.739483914241877,2145
4012009,49,1146.0,39.496835316262995,10920
4020025,49,1206.0,29.427877939124322,12376
4028049,100,3522.0,47.853944456021594,22900
4018020,49,866.0,29.120439557122072,11186
3976036,25,1056.0,31.464265445104548,4950
3912484,25,1128.0,30.675723300355934,4705
3838080,36,1004.0,27.40437921208944,8172
4000000,36,884.0,30.659419433511783,10140
4022030,36,1050.0,32.7414110874898,6432
3753750,16,200.0,23.916521486202797,2288
4022030,49,2388.0,39.319206502675,10822
4032064,49,1980.0,36.68787265568828,9422
3888784,36,968.0,31.811947441173732,10740
3912484,36,1152.0,32.03123475609393,6156
3984016,49,956.0,38.781438859330635,10528
3837681,25,894.0,41.23105625617661,8500
3732300,9,0.0,29.393876913398138,2592
3914252,36,880.0,31.937438845342623,11106
4000000,36,880.0,27.49545416973504,9072
3851605,36,240.0,27.54995462791182,7788
4000000,49,1166.0,40.90232267243512,11711
3968064,36,1128.0,31.559467676119,5976
3903792,36,280.0,28.5657137141714,7344
3744000,16,338.0,28.982753492378876,5496
3824000,25,0.0,30.59411708155671,8580
4012009,64,2523.0,41.10960958218893,26232
4024036,49,0.0,33.80828300875393,8001
4026042,81,1680.0,40.64480286580315,14868
3880371,25,240.0,32.46536616149585,5270
3861225,25,288.0,30.577769702841312,4675
3734250,16,1056.0,36.235341863986875,9508
3905740,25,1056.0,33.49626844888845,5610
3880900,25,954.0,34.351128074635334,5900
3736200,49,225.0,28.548204847240395,11830
4024036,64,968.0,37.013511046643494,10960
3926036,25,960.0,38.54867053479276,7430
3784950,25,200.0,26.0,5655
3972049,64,2112.0,39.56008088970496,22392
4024036,49,880.0,26.981475126464083,10192
3982020,64,1056.0,41.641325627314025,13872
4024036,81,2100.0,39.1279950930277,13779
4008004,64,2076.0,43.840620433565945,15376
3841600,25,336.0,33.823069050575526,5720
3917770,49,878.0,36.91882988394946,9541
4032064,81,2610.0,43.197222132910355,16794
3747900,9,210.0,32.817678162843876,3231
4026042,64,1056.0,39.370039370059054,12400
4018020,49,964.0,40.570925550201586,11522
4022030,49,876.0,35.32704346531139,8736
4018020,49,990.0,35.2845575287547,8715
3853369,36,311.0,32.43454948045371,6312
3869089,36,1070.0,42.76680956068619,10974
3825936,16,283.0,30.854497241083024,3808
4024027,49,1240.0,38.47076812334269,10360
4022030,64,1240.0,42.941821107167776,14752
3874000,36,672.0,28.722813232690143,8982
3786900,25,215.0,31.240998703626616,4880
3853526,25,864.0,31.04834939252005,4820
3996001,49,1154.0,38.742741255621034,10507
3825936,25,313.0,39.496835316262995,7800
3818430,36,0.0,37.94733192202055,20370
3833764,25,399.0,29.393876913398138,4320
4000000,49,1082.0,39.05124837953327,10675
3849444,25,1080.0,34.49637662132068,5950
4024036,64,2577.0,36.08323710533743,14640
4016016,49,1140.0,38.72983346207417,10500
4008004,49,1182.0,29.631064780058107,12334
3921918,49,1134.0,43.61192497471305,13314
4032064,64,2178.0,40.718546143004666,13264
4032064,81,1184.0,38.80721582386451,13554
3941868,25,288.0,29.9833287011299,4495
3825260,25,336.0,31.63858403911275,8270
3850350,25,360.0,30.199337741083,4560
3912484,25,1182.0,37.05401462729781,6865
4016016,49,760.0,31.144823004794873,11963
3747900,25,100.0,28.5657137141714,4080
3978028,36,429.0,33.03028912982749,6546
3906280,36,401.0,32.87856444554719,6486
3861225,25,288.0,31.937438845342623,5100
3935727,49,1176.0,31.606961258558215,6993
3908529,16,0.0,37.94733192202055,5760
3994002,49,1068.0,29.206163733020468,12271
4022030,64,1520.0,33.406586176980134,15712
4024036,49,968.0,33.77869150810907,7987
3859929,49,1152.0,29.223278392404914,5978
3792750,36,378.0,29.748949561287034,7092
4022030,81,1042.0,40.311288741492746,18819
3828480,16,1352.0,31.38470965295043,3940
3986012,49,812.0,27.0,10122
3908529,49,1010.0,34.0,14154
4018020,49,868.0,29.103264421710495,13636
4032064,64,1352.0,28.035691537752374,12720
4012009,49,868.0,29.103264421710495,13636
3775200,16,240.0,27.51363298439521,5296
3857296,36,1152.0,37.749172176353746,8550
3705000,25,1120.0,37.70941526992961,11685
3872240,25,1024.0,30.133038346638727,4540
4024036,49,880.0,27.16615541441225,10444
3845521,25,288.0,33.91164991562634,5750
3972049,49,2034.0,32.863353450309965,14679
3837681,25,311.0,35.4400902933387,6280
4024036,64,3159.0,33.090784215548595,15512
3751800,25,900.0,28.5657137141714,7830
3822025,16,0.0,28.0,3136
4024036,64,1348.0,38.72983346207417,12000
4018020,81,2316.0,43.01162633521314,16650
4016016,36,786.0,28.513154858766505,9090
4026042,64,2364.0,39.20459156782532,12296
3888784,36,288.0,21.97726097583591,5922
4024036,49,2604.0,37.296112397943034,13734
3902390,25,882.0,37.8549864614954,7165
4012009,36,840.0,29.120439557122072,5088
3957804,36,264.0,21.97726097583591,5922
3975892,16,720.0,29.068883707497267,3380
3863475,49,1344.0,30.854497241083024,10836
3865075,36,968.0,50.149775672479336,15090
4026042,64,2568.0,41.15823125451335,13552
4028049,64,2430.0,40.024992192379,12816
4020025,81,1128.0,41.036569057366385,15156
3912484,36,880.0,30.298514815086232,10098
3772440,25,912.0,34.46737587922817,9345
3749850,36,216.0,37.841775856849004,8592
4016016,49,988.0,37.603191353926334,9898
4008004,64,836.0,36.851051545376556,10864
4028049,64,948.0,38.67815921162743,11968
3802500,36,306.0,30.528675044947494,5592
3802500,9,800.0,32.2490309931942,3120
3753750,25,5920.0,32.7414110874898,5360
3888784,16,1152.0,29.393876913398138,3456
4000000,64,1944.0,31.575306807693888,18280
3853369,25,264.0,33.421549934136806,5585
4012009,36,840.0,29.120439557122072,5088
3825936,25,286.0,32.37282811247729,5240
3876961,16,288.0,30.59411708155671,3744
3884760,25,1012.0,35.81898937714463,6415
3837681,16,1360.0,33.46640106136302,6352
4026042,100,2172.0,45.18849411078001,20420
3976036,64,2532.0,34.68429039204925,20208
3996001,49,1194.0,31.432467291003423,13111
3807600,36,800.0,30.659419433511783,8496
4000000,36,920.0,30.870698080866262,9984
4030056,49,960.0,37.78888725538237,9996
4022030,81,2775.0,42.33202097703345,16128
3993990,36,1228.0,33.06055050963308,16884
3742050,25,0.0,28.61817604250837,4095
3734250,9,0.0,28.42534080710379,4032
3888784,36,1166.0,37.12142238654117,12714
3897948,25,240.0,32.7414110874898,6425
3948169,49,1056.0,37.8549864614954,10031
3983847,64,1224.0,38.67815921162743,17056
3929754,36,312.0,36.837480912787726,8142
3962090,49,2103.0,46.861498055439924,15372
3904576,25,336.0,24.819347291981714,6520
3719664,64,0.0,30.62678566222711,18864
3944196,64,1382.0,52.21110992882645,21808
4024036,49,1278.0,30.643106892089126,12579
3802500,25,1250.0,32.2490309931942,5200
3798600,25,250.0,28.089143810376278,3945
4016016,49,1176.0,33.80828300875393,8001
3873024,36,924.0,38.58756276314948,8934
3998000,64,1980.0,31.68595903550972,14816
3833764,16,0.0,30.983866769659336,3840
4032064,100,2836.0,68.49817515817483,56420
3880900,25,1248.0,27.712812921102035,3840
3900264,36,353.0,33.52610922848042,6744
4036081,36,1056.0,24.73863375370596,7344
4026042,36,0.0,33.166247903554,6600
3800550,36,940.0,31.921779399024736,9336
3908529,36,1056.0,36.823905279043935,8136
3904576,36,920.0,35.52463933666322,7572
3984016,49,1100.0,28.75760768909681,11627
3912484,49,964.0,30.740852297878796,12999
3794700,9,0.0,25.80697580112788,1998
3940176,36,1044.0,33.421549934136806,11886
3753750,25,1152.0,30.01666203960727,6755
3825936,25,319.0,31.701734968294716,5025
3744000,36,1040.0,39.7994974842648,16752
3904576,25,336.0,30.4138126514911,7375
4012009,64,2550.0,44.474711915874174,15824
4024036,64,2613.0,40.07492981902776,12848
4016016,36,0.0,34.02939905434711,6948
4022030,64,2034.0,42.68489194082609,14576
3814209,36,900.0,47.52893855326458,13554
3749850,36,880.0,30.24896692450835,9810
3880900,25,1804.0,31.654383582688826,5010
4026042,36,864.0,24.819347291981714,8472
3861225,25,1152.0,41.569219381653056,8640
4028049,49,1324.0,35.91656999213594,9030
4022030,100,2634.0,45.232731511594565,20460
3996001,36,880.0,27.23967694375247,8826
3942078,36,1248.0,39.344631145812,15684
4018020,64,1220.0,39.74921382870358,19728
4028049,64,1830.0,38.28837943815329,11728
3900625,25,880.0,31.12876483254676,4845
3926330,49,1326.0,40.792156108742276,11648
3869089,36,1100.0,41.12177038990418,10146
4028049,49,1256.0,34.75629439396553,8456
3869089,25,668.0,32.43454948045371,5260
3781050,36,312.0,31.176914536239792,9462
3873024,25,294.0,30.14962686336267,4545
4022030,81,2046.0,42.871902220452036,16542
3908529,36,317.0,26.19160170741759,8328
3896315,25,303.0,43.2087954009366,9335
3751800,25,880.0,36.069377593742864,6505
3857296,36,461.0,35.369478367654786,7506
4006002,49,1154.0,38.0,10108
3960100,64,1500.0,38.118237105091836,22480
3920400,36,264.0,30.380915061926625,5538
3994002,64,1366.0,34.785054261852174,19616
3857296,16,1590.0,34.9857113690718,4896
3992004,36,810.0,36.565010597564445,8022
3912475,25,1222.0,41.24318125460256,8505
3751800,16,288.0,33.06055050963308,6676
3873024,36,288.0,30.854497241083024,5712
3829849,25,308.0,30.364452901377952,4610
3908529,25,968.0,33.555923471125034,5630
3968064,64,1012.0,35.77708763999664,10240
3943940,25,368.0,30.23243291566195,4570
3988009,49,3136.0,36.98648401781386,9576
3786900,36,213.0,27.440845468024488,8964
4024036,64,968.0,39.16631205513228,12272
3779100,25,250.0,31.52776554086889,7910
3960100,49,1782.0,41.2189276910499,22554
3857296,36,944.0,38.93584466786357,9096
3773250,25,260.0,32.12475680841802,5160
3882408,9,0.0,39.84971769034255,4764
4028049,49,880.0,36.27671429443411,9212
4028049,49,960.0,39.08964057138413,10696
3786700,25,1152.0,30.463092423455635,10840
3806401,25,288.0,32.87856444554719,7110
3978030,16,0.0,31.464265445104548,3960
3861225,36,880.0,36.38681079732051,7944
4000000,36,926.0,30.789608636681304,10140
3900225,25,1440.0,28.722813232690143,4125
3873024,36,882.0,28.792360097775937,9336
3974042,36,1232.0,33.94112549695428,10782
3873024,25,304.0,32.49615361854384,5280
3770756,100,2520.0,38.961519477556315,36080
4022030,64,990.0,42.16633728461603,14224
3884841,16,0.0,29.393876913398138,3456
4018020,49,800.0,34.942810419312295,8547
3830400,36,216.0,27.202941017470888,5190
4020025,49,960.0,22.80350850198276,8561
3996001,49,1012.0,26.70205984563738,10164
3787870,25,800.0,29.664793948382652,6540
4016016,49,800.0,27.27636339397171,9618
4022030,49,874.0,38.781438859330635,10528
3988009,36,780.0,27.459060435491963,8304
3861125,25,310.0,37.5632799419859,7055
3853369,25,1248.0,31.144823004794873,4850
3880900,25,2736.0,30.066592756745816,4520
3916441,25,1158.0,33.166247903554,11165
3955832,16,1456.0,29.58039891549808,3500
3835170,36,0.0,22.80350850198276,4524
3896276,16,1058.0,40.779897008207364,6652
3861225,25,429.0,30.4138126514911,4625
3783000,25,256.0,31.240998703626616,6540
3908088,25,323.0,37.080992435478315,6875
4012009,64,2454.0,34.88552708502482,19080
3896676,25,960.0,29.93325909419153,8960
4028049,64,1950.0,49.63869458396343,19712
4028049,49,1980.0,39.61060464067672,10983
4036081,81,3414.0,40.98780306383839,15120
4012009,49,1062.0,36.565010597564445,9359
3771300,36,240.0,28.5657137141714,4896
4020025,49,1064.0,39.25557285278104,10787
3860325,16,240.0,31.448370387032774,6292
3890204,16,384.0,28.844410203711913,5844
3904576,36,1552.0,45.254833995939045,12288
3974042,36,784.0,30.166206257996713,9852
3832468,36,1248.0,29.46183972531247,8820
4003997,36,964.0,30.93541659651604,13794
4004001,49,868.0,29.732137494637012,14245
3849444,25,300.0,31.606961258558215,4995
4016016,64,1080.0,37.12142238654117,11024
3781050,25,820.0,28.160255680657446,5590
3822025,16,0.0,37.94733192202055,5760
3923920,25,254.0,33.67491648096547,5670
3846000,36,740.0,32.449961479175904,11088
3753750,36,1152.0,37.282703764614496,10164
3908000,16,281.0,30.01666203960727,3604
3779100,36,1056.0,29.34280150224242,8454
3841600,36,1056.0,40.69397989875161,9936
4030056,100,2538.0,41.737273509418415,23320
3913650,25,264.0,33.36165463522455,5565
3832000,36,880.0,35.09985754956849,7392
4028049,81,2118.0,44.15880433163923,17550
3952144,49,1208.0,43.266615305567875,13104
3818430,36,800.0,26.0,7584
4020025,64,2049.0,34.17601498127012,20000
3751800,25,0.0,28.0,3920
3783000,4,308.0,24.73863375370596,1224
3783000,49,349.0,34.741905532080416,16821
3814209,36,836.0,40.54626986542659,9864
4008004,49,1084.0,29.32575659723036,12103
3775200,25,180.0,29.647934160747187,4395
3890450,25,1144.0,29.393876913398138,4320
3825936,36,297.0,34.583232931581165,7176
3912484,36,880.0,25.92296279363144,8400
3783000,16,296.0,27.477263328068172,6040
3800000,16,0.0,26.343879744638983,5176
4024036,49,2478.0,35.21363372331802,8680
3849444,25,1248.0,31.432467291003423,4940
3873024,25,2376.0,39.496835316262995,7800
3802500,25,195.0,36.98648401781386,6840
4018020,49,1212.0,38.52272056851645,10388
3920400,64,968.0,35.014282800023196,9808
3974042,36,804.0,34.19064199455752,7014
3924037,49,276.0,32.17141588429082,11557
3794604,16,288.0,28.5657137141714,3264
4028049,49,2442.0,39.54743986657038,10948
3810000,36,1344.0,34.942810419312295,11472
4024036,49,1068.0,39.05124837953327,10675
4022030,36,780.0,26.981475126464083,8736
3827640,25,390.0,25.787593916455254,6650
4010006,49,800.0,28.982753492378876,12040
3865156,25,864.0,35.77708763999664,6400
3952144,64,960.0,34.336569426778794,9432
3813480,25,1152.0,30.983866769659336,4800
4006002,100,2412.0,51.31276644267,26330
3914082,36,297.0,31.432467291003423,5928
3912484,49,319.0,32.48076353782343,7385
3755700,25,352.0,37.70941526992961,7110
3974042,36,968.0,25.099800796022265,7920
3952144,49,1056.0,41.08527716834828,11816
3960100,49,1012.0,36.61966684720111,9387
3904576,25,1152.0,30.886890422961002,4770
3800550,9,800.0,32.2490309931942,3120
4004001,49,1092.0,29.5296461204668,12523
3933810,36,924.0,39.20459156782532,9222
3884441,25,270.0,29.732137494637012,4420
4024036,64,1552.0,38.58756276314948,11912
3946026,36,968.0,36.180105030251084,7854
3892729,36,1152.0,35.93048844644336,15126
4024036,64,2598.0,40.422765862815474,13072
3952144,49,992.0,31.304951684997057,11998
3733573,49,1152.0,36.22154055254967,17178
3876961,36,336.0,34.87119154832539,7296
4028049,64,1134.0,37.66961640367472,11352
3900625,36,0.0,31.304951684997057,5880
4000000,36,880.0,27.730849247724095,9438
4016016,36,2232.0,34.02939905434711,14658
3992004,64,2210.0,34.92849839314596,18896
3786000,100,1760.0,39.0,27750
3920400,64,2592.0,44.87761134463375,16112
3980025,49,2163.0,34.84250278036869,17640
3951948,36,922.0,38.65229618017538,8964
3745950,25,205.0,24.819347291981714,3080
3992004,36,786.0,28.089143810376278,8790
4014012,64,2640.0,40.36087214122113,13032
3833764,25,275.0,30.199337741083,4560
4022030,49,2346.0,39.395431207184416,10864
4006002,49,1210.0,37.815340802378074,10010
3996001,36,880.0,27.0,8748
3873024,36,1104.0,38.57460304397182,8928
4016016,49,1040.0,27.748873851023216,11074
3880900,16,1320.0,29.393876913398138,3456
4020025,25,744.0,27.09243436828813,9190
3979856,25,264.0,28.5657137141714,4080
3792750,16,240.0,32.984845004941285,6116
4032064,81,4044.0,47.70744176750625,20484
3744000,25,338.0,32.817678162843876,5385
4028049,64,2367.0,40.124805295477756,17288
4008004,49,1152.0,37.53664875824692,9863
4016016,25,1152.0,33.37663853655727,5570
3861225,25,1030.0,32.7566787083184,5365
4032064,100,2016.0,49.01020301937138,24020
3936256,36,1032.0,35.09985754956849,7392
3972049,36,3680.0,37.94733192202055,8640
3802500,36,1476.0,38.57460304397182,8928
4012009,49,786.0,28.407745422683583,10563
3973910,25,264.0,29.068883707497267,4225
4024036,100,1923.0,37.76241517699841,29450
3849444,36,296.0,37.82856063875548,8586
3869089,25,288.0,29.866369046136157,4460
3841600,49,882.0,36.45545226711637,9303
3859170,25,908.0,42.17819341792628,8895
4028049,49,1980.0,39.433488306260706,10885
3753750,36,384.0,28.071337695236398,7416
3996001,49,900.0,29.546573405388315,11557
3868248,25,273.0,29.765752132274432,4430
4012009,36,1088.0,41.23105625617661,10200
3800550,36,315.0,34.17601498127012,11076
3833764,25,902.0,35.38361202590826,9600
3853369,16,1040.0,32.984845004941285,4352
3829849,16,2304.0,36.90528417449187,5448
4024036,36,880.0,36.24913792078372,7884
3964081,36,992.0,35.9722114972099,7764
4024035,49,1016.0,35.6931365951495,8918
4028049,49,2862.0,41.09744517606904,11823
4032064,81,2655.0,40.50925820105819,14769
3798600,49,249.0,24.839484696748443,7553
3837681,25,308.0,31.368774282716245,4920
3744000,16,308.0,30.983866769659336,3840
3810304,25,1008.0,32.31098884280702,5220
3913532,25,240.0,32.046840717924134,8165
3948169,36,1102.0,33.71943060017473,6822
3853369,36,364.0,37.14835124201342,8280
3944196,36,1156.0,35.4400902933387,7536
3904576,25,1056.0,33.793490497431605,5710
3901950,36,1152.0,46.45427859734774,12948
4010006,64,2424.0,40.36087214122113,13032
3932289,36,968.0,32.863353450309965,6480
3972049,49,1968.0,37.04051835490427,18522
4024036,49,968.0,27.16615541441225,10437
3976036,36,796.0,30.397368307141328,10164
3772440,25,0.0,26.153393661244042,5400
4022030,36,880.0,26.5329983228432,8532
4024036,49,1144.0,36.069377593742864,9107
3954126,49,1084.0,35.156791662493895,14651
3869089,25,270.0,32.7566787083184,5365
4022030,49,1344.0,38.80721582386451,10542
3869089,49,954.0,36.52396473549935,9338
3944196,49,312.0,35.98610843089316,9065
3838710,49,912.0,25.92296279363144,9408
3810304,25,240.0,27.055498516937366,3660
4032064,64,2712.0,38.31448812133603,11744
3900625,36,880.0,32.69556544854363,6414
3900625,25,998.0,32.2490309931942,5200
3853369,25,308.0,31.606961258558215,4995
4002000,49,1078.0,36.72873534441391,9443
3960100,49,1000.0,37.97367509209505,10094
3792750,16,220.0,27.331300737432898,2988
4034072,64,2520.0,39.72404813208241,12624
3825936,25,308.0,29.698484809834994,4410
4008004,49,796.0,38.87158345115362,10577
3857296,36,960.0,33.58571124749333,6768
3917958,49,990.0,36.22154055254967,9184
3888784,25,264.0,25.099800796022265,6510
4014012,81,2874.0,51.92301994298868,24264
4028049,49,968.0,25.059928172283335,9492
4032064,81,2508.0,33.61547262794322,19656
3904576,49,966.0,33.13608305156178,13748
3960100,64,968.0,36.345563690772494,10568
4018020,64,1050.0,40.570925550201586,13168
3932289,49,1196.0,35.4964786985977,8820
3859929,25,968.0,30.430248109405877,6580
3823820,25,720.0,27.712812921102035,7160
3989994,49,998.0,32.07802986469088,13706
4004001,64,1044.0,42.28474902373195,14304
4036081,64,1104.0,28.844410203711913,15480
3794604,36,800.0,35.66510900025401,11814
4012009,49,868.0,29.103264421710495,13902
4038090,49,1040.0,34.84250278036869,8498
4026042,64,1100.0,36.6333181680284,10736
3904576,64,1330.0,53.83307533477908,23184
4008004,64,1932.0,29.631064780058107,16032
3755700,36,180.0,31.400636936215164,5916
3763500,49,280.0,33.28663395418648,7756
3734250,9,2808.0,26.343879744638983,3642
3880900,64,1242.0,47.085029467974216,17736
3865156,36,864.0,39.68626966596886,13206
4022030,49,794.0,34.92849839314596,8540
3865640,49,720.0,26.248809496813376,9646
3903676,16,308.0,30.495901363953813,3720
3833764,25,264.0,31.432467291003423,4940
4022030,64,2676.0,44.31703961232068,15712
4022030,49,1048.0,35.63705936241092,8890
3916441,25,1056.0,33.46640106136302,11200
3978030,64,956.0,38.65229618017538,11952
3829849,25,331.0,36.932370625238775,6820
4000000,81,2208.0,38.41874542459709,19377
3744000,16,570.0,29.949958263743873,5344
4014012,49,794.0,27.568097504180443,11592
3980025,36,946.0,28.19574435974337,8994
3982020,64,2430.0,38.600518131237564,22352
3904576,36,1102.0,33.436506994600975,12180
3845521,36,1050.0,35.41186241925155,7524
4008004,64,1172.0,33.03028912982749,15912
3825936,25,968.0,43.56604182158393,9490
3865156,25,360.0,31.432467291003423,4940
3912123,49,968.0,42.43819034784589,12607
3904576,25,968.0,30.59411708155671,9360
4004001,64,1120.0,39.1279950930277,19512
3998000,64,1120.0,29.765752132274432,14112
3926070,25,1768.0,34.64101615137755,6000
3888784,36,264.0,22.22611077089287,6180
3990006,49,1290.0,32.51153641401772,14238
4012009,49,956.0,37.48332962798263,9835
3825936,16,284.0,35.05709628591621,4916
4012009,49,1220.0,31.496031496047245,13524
3898230,36,988.0,36.0416425818802,7794
4026042,49,1944.0,37.44329045369811,9814
4022030,49,914.0,38.781438859330635,10528
3833764,36,301.0,37.97367509209505,8652
3998000,49,1172.0,30.83828789021855,12453
4022030,64,3129.0,32.89376840679705,15624
4008004,49,1058.0,29.5296461204668,13363
4018020,49,872.0,29.46183972531247,11410
3740100,25,280.0,26.19160170741759,6250
3853369,36,1056.0,36.4417343165772,7968
3802500,25,276.0,31.432467291003423,4940
3818116,36,240.0,29.223278392404914,7668
4020025,36,1230.0,29.29163703175362,10296
3757510,4,216.0,22.315913604421397,996
3912484,49,5256.0,37.68288736283355,19880
3880900,36,280.0,21.97726097583591,5922
3757650,16,880.0,27.49545416973504,3024
4010006,64,2103.0,41.376321731154405,13696
3908529,36,880.0,32.69556544854363,6414
4026042,49,1150.0,36.53765181289022,9345
4014012,64,1176.0,38.961519477556315,12144
4028049,64,1224.0,30.331501776206203,14240
3724500,16,264.0,29.427877939124322,5936
3734250,25,416.0,31.080540535840107,8260
3960100,49,1128.0,35.651086939951774,17521
