overall_qual_liv_area,overall_qual_squared,quality_and_age,overall_qual,house_total_sq,exter_qual_num,gr_liv_area,kitchen_qual_num,bsmt_qual_num,garage_area,garage_cars,total_bsmt_sf,year_remod_or_built,year_remod_or_built_sq,garage_finish,exterior_cond_and_qual
2688,16,8020,4,1344.0,4,672,3,3.0,308.0,1.0,672.0,3889700,15129766090000,2,12
5800,25,9840,5,2273.0,3,1160,4,3.0,257.0,1.0,1113.0,3873024,15000314904576,2,12
3720,16,7812,4,1841.0,3,930,3,4.0,286.0,1.0,911.0,3814209,14548190295681,1,9
2832,16,7800,4,1128.0,2,708,2,3.0,0.0,0.0,420.0,3783000,14311089000000,3,6
9450,36,11952,6,3150.0,4,1575,4,4.0,529.0,2.0,1575.0,3968064,15745531908096,1,12
5295,25,9830,5,2118.0,3,1059,3,3.0,286.0,1.0,1059.0,3865156,14939430904336,0,9
4020,16,7856,4,2010.0,3,1005,3,3.0,440.0,2.0,1005.0,3857296,14878732431616,2,9
13503,49,14007,7,2986.0,4,1929,4,4.0,650.0,2.0,1057.0,4004001,16032024008001,0,12
8400,49,14035,7,1800.0,4,1200,4,4.0,480.0,2.0,600.0,4020025,16160601000625,1,12
21520,64,16024,8,4455.0,4,2690,4,5.0,795.0,3.0,1765.0,4012009,16096216216081,0,12
4165,25,9920,5,1666.0,3,833,4,4.0,495.0,2.0,833.0,3936256,15494111297536,2,9
8736,36,12036,6,2184.0,4,1456,3,4.0,429.0,2.0,728.0,4024036,16192865729296,1,12
4320,25,10010,5,1728.0,3,864,4,3.0,720.0,2.0,864.0,3903900,15240435210000,1,9
9516,36,11988,6,2948.0,3,1586,3,4.0,435.0,2.0,1362.0,3954042,15634448137764,2,12
6850,25,9780,5,2428.0,3,1370,3,3.0,300.0,1.0,1058.0,3825936,14637786276096,1,9
5484,36,12012,6,1828.0,3,914,4,4.0,0.0,0.0,914.0,4008004,16064096064016,3,9
10885,49,14042,7,2928.0,4,1555,4,4.0,430.0,2.0,1373.0,4022030,16176725320900,0,12
9336,36,11880,6,2272.0,3,1556,3,4.0,452.0,2.0,716.0,3920400,15369536160000,0,12
4410,25,9860,5,1764.0,3,882,3,3.0,461.0,2.0,882.0,3888784,15122640998656,2,9
5835,25,9750,5,2082.0,3,1167,3,3.0,495.0,2.0,915.0,3744000,14017536000000,2,6
16200,81,18072,9,3600.0,5,1800,5,5.0,944.0,3.0,1800.0,4030056,16241351363136,1,15
8736,36,11850,6,2311.0,3,1456,4,3.0,440.0,2.0,855.0,3900625,15214875390625,2,9
11620,49,14014,7,2491.0,4,1660,4,4.0,493.0,2.0,831.0,4008004,16064096064016,1,12
10374,49,13944,7,1866.0,3,1482,4,4.0,392.0,2.0,384.0,3968064,15745531908096,0,9
9132,36,11904,6,2712.0,3,1522,3,4.0,552.0,2.0,1190.0,3936256,15494111297536,0,9
18324,81,18072,9,4226.0,5,2036,5,5.0,780.0,3.0,2190.0,4032064,16257540100096,0,15
7975,25,9955,5,3177.0,3,1595,3,4.0,672.0,2.0,1582.0,3964081,15713938174561,2,9
11802,49,14035,7,2577.0,4,1686,4,4.0,462.0,2.0,891.0,4020025,16160601000625,0,12
9408,49,13986,7,2688.0,3,1344,3,4.0,784.0,4.0,1344.0,3990006,15920147880036,0,12
8260,25,9850,5,3304.0,3,1652,3,3.0,928.0,3.0,1652.0,3880900,15061384810000,2,9
5348,16,7824,4,2169.0,3,1337,3,3.0,263.0,1.0,832.0,3825936,14637786276096,2,9
13440,49,13944,7,2490.0,3,1920,4,3.0,487.0,2.0,570.0,3920256,15368407105536,1,9
5088,36,12024,6,1696.0,4,848,4,4.0,420.0,2.0,848.0,4016016,16128384512256,1,12
7385,49,13825,7,2112.0,3,1055,3,4.0,440.0,2.0,1057.0,3900625,15214875390625,1,9
7746,36,11982,6,2582.0,3,1291,4,4.0,431.0,2.0,1291.0,3986012,15888291664144,2,9
4320,36,12018,6,1344.0,3,720,3,3.0,484.0,2.0,624.0,3861784,14913375662656,2,12
3952,16,7892,4,1450.0,3,988,3,4.0,297.0,1.0,462.0,3892729,15153339067441,2,9
7615,25,10025,5,2590.0,3,1523,2,3.0,295.0,1.0,1067.0,3907745,15270470985025,2,9
12096,49,14028,7,2592.0,4,1728,4,4.0,572.0,2.0,864.0,4016016,16128384512256,1,12
9912,64,15960,8,2469.0,4,1239,4,4.0,477.0,2.0,1230.0,3980025,15840599000625,0,12
9775,25,9790,5,3106.0,3,1955,3,3.0,356.0,1.0,1151.0,3833764,14697746407696,0,9
10948,49,13650,7,2268.0,3,1564,2,3.0,234.0,1.0,704.0,3784950,14325846502500,2,9
4816,16,7816,4,1620.0,3,1204,3,5.0,312.0,1.0,416.0,3818116,14578009789456,2,9
7974,36,11748,6,2658.0,3,1329,4,3.0,312.0,1.0,1329.0,3833764,14697746407696,2,9
4395,25,9875,5,1743.0,3,879,3,3.0,440.0,2.0,864.0,3900625,15214875390625,2,9
3364,16,7800,4,1562.0,2,841,3,3.0,294.0,1.0,721.0,3802500,14459006250000,2,4
7872,36,11700,6,2096.0,3,1312,3,3.0,649.0,2.0,784.0,3796650,14414551222500,2,9
12348,36,11700,6,2793.0,3,2058,3,4.0,396.0,2.0,735.0,3738150,13973765422500,2,9
10880,64,15872,8,2580.0,4,1360,4,4.0,565.0,2.0,1220.0,3936256,15494111297536,1,12
14288,64,16024,8,3564.0,4,1786,4,5.0,715.0,3.0,1778.0,4010006,16080148120036,1,12
11958,36,11826,6,2818.0,3,1993,3,3.0,495.0,2.0,825.0,3884841,15091989595281,1,9
5448,16,7800,4,2313.0,2,1362,3,3.0,280.0,1.0,951.0,3744000,14017536000000,2,4
10850,49,14049,7,2642.0,4,1550,4,4.0,438.0,2.0,1092.0,4026042,16209014185764,0,12
8480,25,9810,5,2836.0,3,1696,3,3.0,349.0,1.0,1140.0,3849444,14818219109136,1,12
4368,16,7880,4,1638.0,3,1092,3,3.0,286.0,1.0,546.0,3880900,15061384810000,2,9
15768,81,18045,9,3504.0,5,1752,5,5.0,576.0,2.0,1752.0,4020025,16160601000625,1,15
22257,81,18054,9,3567.0,4,2473,4,5.0,675.0,3.0,1094.0,4024036,16192865729296,0,12
16200,81,18063,9,3600.0,4,1800,5,5.0,702.0,2.0,1800.0,4028049,16225178746401,0,12
15379,49,13958,7,3277.0,4,2197,4,4.0,783.0,3.0,1080.0,3974042,15793009817764,0,12
6910,25,9750,5,2102.0,3,1382,3,3.0,660.0,2.0,720.0,3784950,14325846502500,2,9
12131,49,14028,7,2580.0,4,1733,4,4.0,433.0,2.0,847.0,4016016,16128384512256,0,12
9814,49,14056,7,2804.0,4,1402,4,4.0,625.0,2.0,1402.0,4032064,16257540100096,1,12
4435,25,9920,5,1751.0,3,887,3,3.0,288.0,1.0,864.0,3936256,15494111297536,1,9
5255,25,9840,5,2102.0,3,1051,3,3.0,504.0,2.0,1051.0,3873024,15000314904576,1,9
9060,36,11700,6,2265.0,3,1510,3,3.0,216.0,1.0,755.0,3744000,14017536000000,2,9
8280,25,9865,5,3312.0,3,1656,3,3.0,506.0,2.0,1656.0,3892729,15153339067441,2,9
5748,36,11856,6,2036.0,3,958,3,4.0,440.0,2.0,1078.0,3904576,15245713739776,1,9
25824,64,15944,8,6428.0,4,3228,4,4.0,546.0,2.0,3200.0,3970056,15761344643136,1,12
5200,25,9840,5,2080.0,3,1040,3,3.0,686.0,2.0,1040.0,3873024,15000314904576,0,9
6250,25,10015,5,1911.0,3,1250,3,3.0,552.0,2.0,661.0,3825730,14636210032900,2,9
11208,36,12018,6,2453.0,3,1868,3,4.0,477.0,2.0,585.0,3973952,15792294498304,0,9
27900,100,20060,10,4410.0,5,2790,5,5.0,1150.0,4.0,1620.0,4022030,16176725320900,0,15
12804,36,11964,6,2978.0,3,2134,4,3.0,441.0,2.0,844.0,3820504,14596250814016,2,9
9640,25,9975,5,2614.0,3,1928,3,3.0,0.0,0.0,686.0,3822420,14610894656400,3,9
14420,49,13993,7,3052.0,4,2060,4,4.0,390.0,2.0,992.0,3996001,15968023992001,1,12
8268,36,11988,6,2279.0,3,1378,4,3.0,162.0,1.0,901.0,3866130,14946961176900,2,9
6488,16,7900,4,2871.0,3,1622,3,3.0,1356.0,4.0,1249.0,3872975,14999935350625,0,12
15040,64,16056,8,2835.0,4,1880,5,5.0,880.0,3.0,955.0,4028049,16225178746401,0,12
8704,64,15888,8,2162.0,4,1088,4,4.0,461.0,2.0,1074.0,3944196,15556682086416,1,12
5200,25,9795,5,2080.0,3,1040,3,3.0,286.0,1.0,1040.0,3837681,14727795457761,1,9
9012,36,11976,6,2104.0,3,1502,4,3.0,180.0,1.0,602.0,3838308,14732608302864,2,12
5922,36,11826,6,1470.0,3,987,3,3.0,264.0,1.0,483.0,3884841,15091989595281,2,9
6570,36,11748,6,1683.0,3,1095,3,3.0,264.0,1.0,588.0,3833764,14697746407696,1,6
11963,49,14028,7,2679.0,4,1709,4,4.0,380.0,2.0,970.0,4016016,16128384512256,2,12
10386,36,11958,6,2567.0,4,1731,4,4.0,462.0,2.0,836.0,3970056,15761344643136,1,12
3840,16,8004,4,1608.0,3,960,3,3.0,364.0,1.0,648.0,3931965,15460348761225,2,12
9312,36,11850,6,2265.0,3,1552,3,4.0,434.0,2.0,713.0,3900625,15214875390625,1,9
14360,64,16056,8,3590.0,4,1795,4,5.0,895.0,3.0,1795.0,4026042,16209014185764,1,12
6370,25,9955,5,1898.0,3,1274,3,4.0,576.0,2.0,624.0,3964081,15713938174561,2,9
7176,36,11700,6,1768.0,3,1196,3,3.0,576.0,2.0,572.0,3783000,14311089000000,2,12
2816,16,8004,4,1264.0,3,704,2,2.0,220.0,1.0,560.0,3893946,15162815450916,2,12
4860,25,9775,5,1944.0,3,972,3,3.0,305.0,1.0,972.0,3822025,14607875100625,2,12
8748,36,11700,6,2370.0,3,1458,3,3.0,330.0,1.0,912.0,3798600,14429361960000,2,9
6048,36,11778,6,2016.0,3,1008,3,3.0,430.0,2.0,1008.0,3853369,14848452650161,1,9
16452,81,18063,9,3650.0,5,1828,4,5.0,774.0,3.0,1822.0,4028049,16225178746401,2,15
4578,9,5946,3,2539.0,2,1526,2,3.0,0.0,0.0,1013.0,3795530,14406047980900,3,4
7056,36,12000,6,1874.0,4,1176,3,3.0,624.0,2.0,698.0,3874000,15007876000000,2,12
5285,25,9995,5,2114.0,3,1057,4,3.0,288.0,1.0,1057.0,3908045,15272815722025,2,9
16904,64,15960,8,4222.0,4,2113,4,4.0,839.0,3.0,2109.0,3980025,15840599000625,0,16
6935,25,9875,5,2330.0,3,1387,3,3.0,300.0,1.0,943.0,3884825,15091865280625,1,9
24822,81,18054,9,4462.0,4,2758,5,5.0,814.0,3.0,1704.0,4022030,16176725320900,0,12
2520,9,5850,3,1638.0,3,840,2,3.0,250.0,1.0,798.0,3744000,14017536000000,2,9
7600,25,10000,5,2313.0,3,1520,3,3.0,281.0,1.0,793.0,3864000,14930496000000,2,9
12336,64,16056,8,3084.0,4,1542,4,4.0,852.0,3.0,1542.0,4028049,16225178746401,2,12
6925,25,9760,5,2295.0,3,1385,3,3.0,720.0,2.0,910.0,3810304,14518416572416,2,6
4680,25,9810,5,1832.0,3,936,3,3.0,288.0,1.0,896.0,3849444,14818219109136,1,9
6440,25,9750,5,2112.0,3,1288,3,2.0,240.0,1.0,824.0,3784950,14325846502500,2,9
5640,25,9815,5,2248.0,3,1128,3,3.0,525.0,2.0,1120.0,3853369,14848452650161,1,12
15744,64,16080,8,2742.0,4,1968,5,5.0,680.0,3.0,774.0,4038090,16306170848100,0,12
7476,36,11784,6,2492.0,3,1246,3,3.0,441.0,2.0,1246.0,3857296,14878732431616,1,9
12180,49,13888,7,2540.0,3,1740,3,3.0,240.0,1.0,800.0,3848960,14814493081600,2,9
4625,25,9815,5,1850.0,3,925,3,3.0,484.0,2.0,925.0,3853369,14848452650161,2,9
10010,49,14000,7,1814.0,3,1430,3,4.0,400.0,2.0,384.0,4000000,16000000000000,1,9
12528,64,16024,8,2496.0,4,1566,4,3.0,288.0,1.0,930.0,3805700,14483352490000,2,16
4750,25,9765,5,1934.0,3,950,3,3.0,400.0,2.0,984.0,3814209,14548190295681,2,9
5720,25,9795,5,2288.0,3,1144,3,3.0,796.0,1.0,1144.0,3837681,14727795457761,1,12
5570,25,9805,5,2228.0,3,1114,3,3.0,451.0,2.0,1114.0,3845521,14788031761441,1,12
15561,49,13811,7,4446.0,3,2223,3,4.0,516.0,2.0,2223.0,3892729,15153339067441,0,12
5555,25,9980,5,1641.0,3,1111,2,3.0,288.0,1.0,530.0,3832320,14686676582400,2,9
4800,25,9790,5,1920.0,3,960,3,3.0,624.0,2.0,960.0,3833764,14697746407696,2,9
9798,36,11988,6,2565.0,3,1633,3,4.0,460.0,2.0,932.0,3992004,15936095936016,0,9
13374,36,11700,6,2984.0,3,2229,3,3.0,0.0,0.0,755.0,3728400,13900966560000,3,9
5904,36,11724,6,1920.0,3,984,3,3.0,280.0,1.0,936.0,3818116,14578009789456,2,9
10116,36,11880,6,3372.0,3,1686,3,4.0,612.0,2.0,1686.0,3920400,15369536160000,2,12
11298,49,14035,7,3228.0,4,1614,4,4.0,576.0,2.0,1614.0,4020025,16160601000625,0,12
4320,25,9860,5,1728.0,3,864,3,3.0,297.0,1.0,864.0,3888784,15122640998656,2,9
12180,49,14042,7,3461.0,4,1740,4,5.0,874.0,3.0,1721.0,4024036,16192865729296,1,12
8605,25,9965,5,3182.0,3,1721,3,3.0,440.0,2.0,1461.0,3922224,15383841106176,1,9
6204,36,11856,6,2046.0,3,1034,3,3.0,888.0,3.0,1012.0,3904576,15245713739776,2,9
11412,36,11868,6,1902.0,3,1902,3,3.5861723446893787,539.0,2.0,0.0,3912484,15307531050256,2,9
6582,36,11910,6,2137.0,3,1097,3,4.0,480.0,2.0,1040.0,3938240,15509734297600,2,9
19854,81,18054,9,3296.0,4,2206,5,4.0,670.0,3.0,1090.0,4022030,16176725320900,0,12
6702,36,11856,6,2146.0,3,1117,3,3.0,672.0,2.0,1029.0,3904576,15245713739776,2,9
9160,16,7800,4,3067.0,3,2290,3,3.0,560.0,2.0,777.0,3675750,13511138062500,2,9
5688,36,11832,6,1431.0,3,948,3,3.0,264.0,1.0,483.0,3888784,15122640998656,2,9
5514,36,11700,6,1519.0,3,919,3,2.0,231.0,1.0,600.0,3783000,14311089000000,2,9
6912,36,11808,6,2064.0,3,1152,3,3.0,412.0,2.0,912.0,3873024,15000314904576,1,9
21006,81,18090,9,3924.0,5,2334,5,5.0,751.0,3.0,1590.0,4038090,16306170848100,0,15
6320,25,9800,5,2532.0,3,1264,3,3.0,461.0,2.0,1268.0,3841600,14757890560000,2,9
6120,25,9895,5,2310.0,3,1224,3,4.0,528.0,2.0,1086.0,3916441,15338510106481,2,9
8214,36,11700,6,2041.0,3,1369,3,3.0,300.0,1.0,672.0,3753750,14090639062500,2,12
4470,25,9880,5,1788.0,3,894,3,3.0,308.0,1.0,894.0,3904576,15245713739776,2,9
9438,36,12000,6,2329.0,4,1573,4,4.0,440.0,2.0,756.0,4000000,16000000000000,2,12
18000,64,16016,8,3921.0,4,2250,4,4.0,756.0,3.0,1671.0,4008004,16064096064016,0,12
9084,36,12000,6,2308.0,3,1514,3,4.0,394.0,2.0,794.0,4000000,16000000000000,0,9
7308,36,11826,6,1890.0,3,1218,3,3.0,0.0,0.0,672.0,3884841,15091989595281,3,9
6935,25,9770,5,2198.0,3,1387,4,3.0,256.0,1.0,811.0,3818116,14578009789456,2,9
5268,16,7800,4,1966.0,3,1317,3,3.0,250.0,1.0,649.0,3744000,14017536000000,2,6
8130,36,12036,6,2039.0,3,1355,4,3.0,0.0,0.0,684.0,3839484,14741637386256,3,9
3808,16,7800,4,1708.0,2,952,3,3.0,330.0,1.0,756.0,3697200,13669287840000,1,4
6678,36,11856,6,2256.0,3,1113,3,3.0,504.0,1.0,1143.0,3904576,15245713739776,1,12
3890,25,9775,5,1518.0,3,778,3,3.0,924.0,1.0,740.0,3792700,14384573290000,0,9
8934,36,11700,6,2267.0,3,1489,3,3.0,240.0,1.0,778.0,3783000,14311089000000,2,9
15282,81,18072,9,3396.0,5,1698,5,5.0,768.0,3.0,1698.0,4030056,16241351363136,0,15
15869,49,13860,7,3272.0,3,2267,3,3.0,498.0,2.0,1005.0,3835260,14709219267600,0,12
4510,25,9915,5,1766.0,3,902,3,4.0,484.0,2.0,864.0,3932289,15462896779521,2,9
8970,36,12036,6,2233.0,4,1495,4,4.0,440.0,2.0,738.0,4024036,16192865729296,1,12
6920,25,9985,5,2732.0,4,1384,4,4.0,404.0,2.0,1348.0,3986012,15888291664144,2,12
8616,36,11700,6,2021.0,3,1436,3,3.0,228.0,1.0,585.0,3745950,14032141402500,2,9
9816,36,11994,6,2588.0,4,1636,3,4.0,440.0,2.0,952.0,3994002,15952051976004,0,12
6948,36,12024,6,2316.0,3,1158,4,4.0,576.0,2.0,1158.0,4016016,16128384512256,2,9
13168,64,16056,8,3284.0,4,1646,4,4.0,870.0,3.0,1638.0,4026042,16209014185764,1,12
8840,25,9750,5,2499.0,3,1768,4,4.0,240.0,1.0,731.0,3777150,14266862122500,2,9
9390,36,12000,6,2752.0,3,1565,4,3.0,299.0,1.0,1187.0,3930000,15444900000000,1,12
12376,49,13790,7,2648.0,3,1768,3,4.0,320.0,2.0,880.0,3770580,14217273536400,2,9
6980,25,9755,5,2056.0,2,1396,3,3.0,0.0,0.0,660.0,3806401,14488688572801,3,4
6576,36,11868,6,2104.0,3,1096,3,3.0,484.0,2.0,1008.0,3912484,15307531050256,2,9
16184,49,13993,7,3489.0,4,2312,4,4.0,658.0,3.0,1177.0,3996001,15968023992001,0,12
10696,64,15944,8,2674.0,4,1337,4,4.0,462.0,2.0,1337.0,3972049,15777173258401,1,12
7714,49,14028,7,1653.0,4,1102,4,4.0,480.0,2.0,551.0,4016016,16128384512256,2,12
16248,64,16016,8,3159.0,4,2031,4,4.0,577.0,2.0,1128.0,4008004,16064096064016,1,12
876,4,3900,2,728.0,3,438,2,3.0,246.0,1.0,290.0,3744000,14017536000000,2,9
5165,25,9880,5,1489.0,3,1033,3,4.0,504.0,2.0,456.0,3904576,15245713739776,1,9
16289,49,14021,7,3456.0,4,2327,4,4.0,596.0,2.0,1129.0,4012009,16096216216081,1,12
8309,49,13951,7,2355.0,3,1187,4,4.0,420.0,2.0,1168.0,3970056,15761344643136,1,9
8040,36,11700,6,2120.0,3,1340,3,3.0,440.0,1.0,780.0,3792750,14384952562500,2,9
4608,16,7820,4,1152.0,3,1152,2,3.5861723446893787,0.0,0.0,0.0,3822025,14607875100625,3,9
9402,36,12048,6,3129.0,3,1567,4,3.0,542.0,2.0,1562.0,3947728,15584556361984,2,12
10374,49,13916,7,2132.0,3,1482,3,3.0,324.0,2.0,650.0,3816960,14569183641600,2,12
11823,49,14049,7,3378.0,4,1689,4,4.0,433.0,2.0,1689.0,4026042,16209014185764,0,12
7120,25,9950,5,2524.0,3,1424,3,4.0,828.0,3.0,1100.0,3918310,15353153256100,2,9
4080,25,9915,5,1632.0,3,816,3,3.0,264.0,1.0,816.0,3932289,15462896779521,2,12
9968,49,13650,7,2652.0,3,1424,3,3.0,312.0,1.0,1228.0,3745950,14032141402500,2,9
10353,49,14028,7,2204.0,3,1479,4,3.0,484.0,2.0,725.0,3951888,15617418764544,0,9
5125,25,9810,5,2050.0,3,1025,3,3.0,0.0,0.0,1025.0,3849444,14818219109136,3,9
8652,36,11820,6,2884.0,3,1442,3,3.0,615.0,2.0,1442.0,3880900,15061384810000,1,9
15488,64,16000,8,3342.0,4,1936,4,4.0,504.0,2.0,1406.0,4000000,16000000000000,1,12
13573,49,13986,7,2993.0,3,1939,4,4.0,555.0,3.0,1054.0,3992004,15936095936016,1,9
8856,36,12030,6,2214.0,4,1476,4,4.0,540.0,2.0,738.0,4020025,16160601000625,0,12
4490,25,9840,5,1731.0,3,898,3,4.0,326.0,1.0,833.0,3873024,15000314904576,1,9
11680,64,16056,8,2920.0,4,1460,4,5.0,480.0,2.0,1460.0,4026042,16209014185764,0,12
6204,36,11868,6,1490.0,3,1034,3,4.0,504.0,2.0,456.0,3912484,15307531050256,0,9
5870,25,9890,5,2038.0,3,1174,3,4.0,528.0,2.0,864.0,3912484,15307531050256,2,9
7560,49,14021,7,1610.0,4,1080,4,4.0,496.0,2.0,530.0,4012009,16096216216081,1,12
8256,36,11700,6,2156.0,3,1376,3,3.0,198.0,1.0,780.0,3777150,14266862122500,2,9
7835,25,9750,5,2407.0,3,1567,3,3.0,440.0,2.0,840.0,3783000,14311089000000,2,9
7670,25,9995,5,2270.0,3,1534,4,4.0,0.0,0.0,736.0,3788105,14349739491025,3,12
12928,64,15968,8,3211.0,4,1616,4,4.0,608.0,2.0,1595.0,3982020,15856483280400,1,12
7755,25,9750,5,2609.0,3,1551,2,2.0,240.0,1.0,1058.0,3779100,14281596810000,2,9
4800,25,9775,5,1920.0,3,960,3,3.0,330.0,1.0,960.0,3822025,14607875100625,1,9
9114,49,14049,7,2604.0,4,1302,4,4.0,436.0,2.0,1302.0,4028049,16225178746401,0,12
4080,25,9750,5,1632.0,3,816,3,3.0,210.0,1.0,816.0,3753750,14090639062500,2,9
10514,49,13986,7,3004.0,4,1502,4,4.0,286.0,1.0,1502.0,3992004,15936095936016,0,12
6798,36,12048,6,1325.0,3,1133,3,3.0,308.0,1.0,192.0,4032064,16257540100096,2,9
27702,81,17982,9,4486.0,4,3078,4,5.0,806.0,3.0,1408.0,3992004,15936095936016,0,12
10326,36,11964,6,2649.0,4,1721,4,4.0,471.0,2.0,928.0,3976036,15808862273296,1,16
7040,16,7800,4,2837.0,3,1760,3,2.0,648.0,2.0,1077.0,3724500,13871900250000,2,9
13920,36,12012,6,3348.0,3,2320,4,3.0,180.0,1.0,1028.0,3893890,15162379332100,2,9
17402,49,14028,7,3608.0,4,2486,4,4.0,452.0,2.0,1122.0,4014012,16112292336144,0,12
6230,25,9970,5,2492.0,3,1246,4,3.0,305.0,1.0,1246.0,3906246,15258757812516,1,9
12864,36,12036,6,3588.0,4,2144,4,4.0,389.0,2.0,1444.0,3927748,15427204351504,0,12
5750,25,9750,5,1949.0,3,1150,3,3.0,215.0,1.0,799.0,3786900,14340611610000,2,9
12800,64,16056,8,3166.0,4,1600,4,4.0,890.0,3.0,1566.0,4028049,16225178746401,1,12
7020,16,8012,4,2685.0,3,1755,4,3.0,231.0,1.0,930.0,3865790,14944332324100,2,12
14400,64,16016,8,3600.0,4,1800,4,5.0,765.0,3.0,1800.0,4008004,16064096064016,0,12
8400,49,14035,7,1800.0,4,1200,4,4.0,480.0,2.0,600.0,4018020,16144484720400,1,12
6825,25,9855,5,2130.0,3,1365,3,3.0,440.0,2.0,765.0,3884841,15091989595281,2,9
10176,36,12018,6,2531.0,4,1696,4,4.0,542.0,2.0,835.0,4012009,16096216216081,1,12
12663,49,14042,7,2754.0,4,1809,4,4.0,638.0,2.0,945.0,4022030,16176725320900,1,12
17872,64,16048,8,4454.0,4,2234,4,5.0,724.0,2.0,2220.0,4024036,16192865729296,1,12
10080,36,11964,6,2566.0,4,1680,4,4.0,474.0,2.0,886.0,3974042,15793009817764,1,12
12522,36,12042,6,2919.0,3,2087,4,3.0,444.0,2.0,832.0,3945762,15569037760644,0,9
12104,64,16000,8,2975.0,4,1513,4,4.0,521.0,2.0,1462.0,3998000,15984004000000,0,12
5535,25,9965,5,2056.0,3,1107,4,3.0,308.0,1.0,949.0,3920231,15368211093361,1,9
4135,25,10035,5,827.0,3,827,3,3.5861723446893787,392.0,1.0,0.0,3923685,15395303979225,2,9
8904,36,12006,6,2226.0,3,1484,3,3.0,0.0,0.0,742.0,3829914,14668241247396,3,9
3820,25,10020,5,1444.0,3,764,3,2.0,504.0,2.0,680.0,3857700,14881849290000,2,9
16128,81,18036,9,3584.0,4,1792,5,5.0,874.0,3.0,1792.0,4014012,16112292336144,0,12
21192,64,16016,8,4128.0,4,2649,4,5.0,746.0,3.0,1479.0,4006002,16048052024004,0,12
9558,36,11958,6,2401.0,3,1593,3,4.0,389.0,2.0,808.0,3970056,15761344643136,1,9
4724,16,7888,4,2319.0,3,1181,3,4.0,588.0,2.0,1138.0,3888784,15122640998656,1,9
15896,64,15952,8,3973.0,4,1987,4,4.0,691.0,2.0,1986.0,3976036,15808862273296,0,12
7452,36,11700,6,1825.0,3,1242,3,3.0,180.0,1.0,583.0,3773250,14237415562500,2,9
5856,36,12024,6,1952.0,3,976,4,3.0,504.0,2.0,976.0,3943872,15554126352384,1,9
6070,25,9750,5,2183.0,3,1214,3,3.0,216.0,1.0,969.0,3706950,13741478302500,2,9
4320,25,9810,5,1728.0,3,864,3,3.0,336.0,1.0,864.0,3849444,14818219109136,2,9
9834,36,11700,6,2703.0,3,1639,3,3.0,240.0,1.0,1064.0,3775200,14252135040000,2,9
15624,81,18072,9,3472.0,5,1736,5,5.0,834.0,3.0,1736.0,4032064,16257540100096,1,15
7675,25,9895,5,1535.0,3,1535,3,3.5861723446893787,400.0,2.0,0.0,3916441,15338510106481,2,9
9792,36,12000,6,2432.0,3,1632,4,3.0,484.0,2.0,800.0,3932000,15460624000000,2,9
2175,9,5994,3,1355.0,3,725,3,3.0,320.0,1.0,630.0,3776220,14259837488400,2,9
12040,49,14028,7,2560.0,4,1720,4,4.0,440.0,2.0,840.0,4016016,16128384512256,0,12
3744,16,7812,4,1872.0,2,936,3,2.0,576.0,2.0,936.0,3814209,14548190295681,2,6
12712,64,16024,8,2995.0,4,1589,4,4.0,630.0,3.0,1406.0,4012009,16096216216081,0,12
9426,36,11964,6,2370.0,4,1571,3,4.0,380.0,2.0,799.0,3974042,15793009817764,1,12
10353,49,14021,7,2932.0,4,1479,4,4.0,558.0,2.0,1453.0,4012009,16096216216081,1,12
8160,25,9845,5,2416.0,4,1632,3,3.0,898.0,2.0,784.0,3876961,15030826595521,1,20
4320,25,9825,5,1728.0,3,864,3,3.0,360.0,1.0,864.0,3861225,14909058500625,2,9
24417,81,18072,9,4165.0,5,2713,5,5.0,858.0,3.0,1452.0,4032064,16257540100096,0,15
10353,49,13979,7,2103.0,3,1479,4,3.0,312.0,1.0,624.0,3846222,14793423673284,2,9
11032,49,14028,7,2969.0,4,1576,4,4.0,668.0,3.0,1393.0,4016016,16128384512256,1,12
10353,49,14000,7,2947.0,4,1479,4,4.0,577.0,2.0,1468.0,3998000,15984004000000,1,12
5300,25,9970,5,1816.0,3,1060,3,3.0,308.0,1.0,756.0,3838450,14733698402500,2,12
3772,16,7976,4,943.0,3,943,4,3.5861723446893787,308.0,1.0,0.0,3904252,15243183679504,2,9
15281,49,13916,7,3387.0,4,2183,4,4.0,786.0,3.0,1204.0,3952144,15619442196736,2,16
13643,49,13958,7,2999.0,4,1949,4,4.0,574.0,2.0,1050.0,3974042,15793009817764,0,12
18240,100,20070,10,3648.0,5,1824,5,5.0,932.0,3.0,1824.0,4026042,16209014185764,0,15
11580,36,11700,6,2650.0,3,1930,3,3.0,316.0,1.0,720.0,3757650,14119933522500,2,9
23930,100,19990,10,3363.0,5,2393,5,4.0,846.0,2.0,970.0,3994002,15952051976004,0,15
10070,25,10025,5,2730.0,4,2014,3,2.0,624.0,2.0,716.0,3809500,14512290250000,2,16
4968,16,7800,4,1726.0,3,1242,3,3.0,336.0,1.0,484.0,3794700,14399748090000,2,9
14000,49,13958,7,2996.0,3,2000,3,4.0,650.0,3.0,996.0,3974042,15793009817764,0,9
8472,36,11700,6,2192.0,3,1412,3,3.0,280.0,1.0,780.0,3781050,14296339102500,2,6
4950,25,9970,5,1980.0,3,990,3,3.0,440.0,1.0,990.0,3976036,15808862273296,1,12
